33,43,48,54,38,67,60,56,55,51,58,69,63,68,68,81
46,53,48,63,50,68,65,63,60,61,62,64,67,63,69,92
45,56,52,68,50,51,59,73,50,49,69,60,68,62,76,80
53,65,73,74,44,72,69,98,76,57,72,85,75,73,98,88
43,45,56,73,56,56,66,78,56,70,64,64,75,61,68,77
60,77,65,87,51,53,76,82,71,77,85,86,56,85,81,90
61,100,65,65,59,54,80,108,64,70,69,72,78,74,81,89
51,76,78,72,62,87,82,118,68,71,87,102,92,102,89,113
50,56,45,56,40,62,59,68,57,61,55,78,57,67,76,87
45,56,77,66,67,66,65,102,60,70,88,81,76,91,102,103
54,55,63,80,53,70,80,91,54,59,72,81,68,73,72,108
60,73,76,70,75,89,88,111,54,75,81,94,70,95,86,123
52,59,62,61,58,62,66,77,74,59,80,70,77,65,72,111
62,83,78,75,81,90,96,82,66,104,70,100,62,77,102,133
56,68,70,89,66,94,72,120,69,100,78,90,84,93,98,126
85,81,87,95,75,84,108,103,81,97,94,112,106,113,125,107
