33866,33827,34126,34816,38721,49737,67862,83521,83226,67130,49907,39323,34678,34193,33889,33737
35166,34958,35375,38867,50971,85067,140816,189865,189816,141183,84626,51049,38622,35612,34747,34867
35076,35322,36147,42357,69313,141558,262617,367405,368280,262303,141987,68888,42274,35826,35501,35083
35082,35271,36542,45980,85166,192654,369877,524474,524199,369542,191875,85239,46083,36319,35288,35072
35029,35109,36613,46323,85674,193090,371898,528139,528097,372197,193293,86090,46562,36602,35106,35116
35045,35074,35875,42795,69952,143742,268221,374234,375345,268911,144811,70125,42965,36510,35107,35081
35391,35250,35556,38701,51747,86694,145217,196023,195942,145500,86339,51721,38601,35599,35371,35120
34585,35046,34838,36162,40360,51764,70406,87155,86875,70285,51663,40294,36373,35023,34877,34985
35069,35102,34761,35284,36094,38961,43221,46171,46745,42609,38819,36384,35331,35035,35045,34746
35240,34440,35077,35026,35329,35414,36132,36535,36799,36452,35515,35007,34812,34890,34861,34989
34678,35212,34937,34958,35254,35155,35522,35032,35201,35159,35156,35219,35340,34898,35018,35322
34701,35221,34666,35338,35141,34940,35152,34628,34854,34763,34779,34783,35329,35062,34623,35369
34871,34657,34657,35169,35022,35155,34846,34963,34868,34915,35324,34888,34852,34958,35004,34989
34988,34642,35022,35221,35213,34934,35018,35062,35146,35028,34687,35285,35108,34871,34953,34724
34922,35301,35158,34934,35041,34909,34963,34790,34853,35135,34953,34881,35090,34954,35258,35157
36202,36259,36230,36344,35993,36287,36192,35949,35932,36194,36395,36193,36266,35999,36384,36062
